id,name,html_url,language,stargazers_count,forks_count,created_at,updated_at,snapshot_date
996351267,90DaysDataAnalystChallange,https://github.com/PiotrUr/90DaysDataAnalystChallange,Jupyter Notebook,1,0,2025-06-04T20:31:03Z,2026-04-06T07:17:38Z,2026-04-13T07:48:09.774060
